CNTR_ID,Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
GY,Guyana,GUY,301.6830943,319.3104405,324.6134185,283.9902787,306.3561659,327.86312,345.3039804,372.2941603,337.8338637,362.5348647,385.0129608,400.7467914,400.7101571,425.9114172,594.2734739,668.4864997,605.1067365,590.0491183,655.7970686,678.5923086,766.8309997,724.0533748,613.6484584,627.0553898,565.9258747,592.7619127,667.8830769,475.867028,563.0912458,522.9413801,550.5930501,469.2787191,513.1976056,614.3454504,747.8602024,855.416352,966.0541821,1020.827044,973.1657568,938.618364,960.1867601,936.9162239,972.2164996,999.1816472,1058.958515,1110.957717,1961.055623,2334.021042,2569.988506,2698.058991,2998.941274,3408.731903,3759.383547,3928.87895,4028.163991,4127.351018
,High income,HIC,1399.135342,1458.991964,1554.972741,1652.285479,1782.151955,1912.531665,2074.880896,2202.419879,2364.382558,2567.000992,2793.35243,3069.090911,3523.801703,4223.517429,4715.894419,5209.929472,5630.708,6322.356736,7507.353094,8609.278285,9539.619382,9607.737226,9444.991423,9681.274245,10030.75298,10473.94232,12620.58664,14515.49483,16234.29137,16882.72064,18839.03716,19763.82882,21130.84554,21151.01323,22504.5544,24645.23343,24687.67145,24146.6846,24053.08348,25102.21923,25446.94658,25045.33315,25946.06429,28912.53778,31966.65762,33559.39714,35175.82034,38184.24239,40220.83899,37420.20512,38982.64208,41805.78704,41638.34419,41758.98686,42329.59088,39576.86063
,"Hong Kong SAR, China",HKG,429.4438833,483.1775609,521.8597582,577.3467104,649.0642596,676.8055071,685.9266141,723.2392256,714.4829696,825.5234491,960.0319615,1106.469717,1384.738437,1893.181242,2166.181451,2252.111881,2850.01461,3429.420276,3923.943731,4569.453707,5700.412634,5991.320261,6133.784079,5595.235139,6208.226159,6542.931537,7435.030698,9055.106267,10609.74564,12097.77516,13485.54489,15465.85886,17976.42938,20395.51737,22502.57974,23497.49231,24818.15455,27330.03335,25808.97095,25091.6666,25756.66378,25230.21633,24665.89,23977.01945,24928.10037,26649.7508,28224.21506,30594.01784,31515.66277,30697.34038,32549.99823,35142.48793,36707.77423,38364.1949,40215.66773,42422.87402
HN,Honduras,HND,167.6294602,172.1533915,181.2586714,185.5148285,200.1959029,216.2041998,227.2300943,240.5594203,253.4284147,254.9604888,268.6425082,264.2381339,282.2237511,311.6259362,343.0487935,361.6781997,420.6081626,504.8400387,565.2678423,639.0346589,705.7473716,751.697685,750.5889027,771.4929103,807.2736843,858.8920163,872.2286501,923.2137287,857.2587955,747.5553443,621.7969546,608.6915845,660.1891707,654.7505193,629.1574618,699.5095774,704.686148,796.3177796,869.1109453,878.65135,1138.147032,1187.590233,1196.558653,1228.478361,1298.93929,1405.78216,1547.266659,1720.76736,1899.54847,1975.796099,2110.822021,2323.757115,2395.073442,2356.516704,2434.280046,2495.590498
,Heavily indebted poor countries (HIPC),HPC,89.80737633,92.95002101,95.65742505,100.5637248,107.3011812,117.64946,124.3490334,125.9176175,125.8230288,132.4591066,137.6604355,142.4755218,149.5054744,174.1628476,206.890321,231.5057016,246.7107335,279.0878498,311.1276455,345.0030475,363.4117786,360.3478593,346.6008489,328.0167778,331.6625988,341.7921441,382.6471337,415.5772689,397.0828341,369.5070551,365.2034708,366.1283741,323.1135506,318.7977079,275.3782983,305.6107046,311.0680431,317.5019783,318.2730162,310.1869784,327.0581437,302.2922263,319.3753281,353.2382502,394.4052146,443.2177835,514.7905085,595.7327547,698.0356055,684.6906622,736.9360275,801.9645977,830.7714963,876.2711187,900.0908528,856.442354
HR,Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4794.937213,5268.805674,5210.430239,5650.332016,5135.473341,4919.628069,5245.421419,6053.716037,7805.881418,9365.742468,10224.24059,11363.41845,13546.69872,15893.86056,14157.14416,13509.18582,14542.1776,13235.97757,13574.97804,13480.65075,11535.82936
HT,Haiti,HTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.5461962,305.5542998,249.4121387,282.4220626,359.7685486,365.0034113,411.6021427,450.9192277,494.2337733,462.4813299,413.7378804,393.0157939,329.7819844,387.9427209,465.3101354,505.5848205,615.8157847,674.7493926,668.2919749,662.2795182,740.947823,766.8722334,810.3265496,830.1500551,828.8124714
HU,Hungary,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3333.901048,3716.869568,3855.073395,4152.996979,4472.762698,4508.176081,4580.026769,4735.292008,4789.532954,4619.528633,5266.850061,6646.238255,8391.141952,10254.24103,11155.96145,11392.06807,13830.83241,15649.72297,12948.07667,13009.34538,14032.77426,12819.71206,13585.43018,14021.90227,12259.11503
,IBRD only,IBD,155.4557358,146.979889,150.9506238,157.3634048,174.5248488,187.4517376,188.2538014,189.1594829,195.8141408,214.0288676,226.569668,241.8926903,266.2341275,335.2262626,414.7382359,439.9952097,471.2941883,524.565621,557.6393427,654.9534939,755.3388229,804.8875475,783.4437765,759.4032939,757.595612,784.2320521,799.5078161,799.5169083,860.2486846,912.1860276,1015.501868,1078.679336,1058.26747,1115.941703,1203.649387,1330.037675,1432.192901,1495.590265,1432.319583,1373.714098,1476.237281,1479.360881,1484.53586,1657.474996,1953.979579,2309.69373,2710.019794,3341.138969,3966.09333,3805.876441,4576.990042,5340.103428,5605.085807,5865.046349,5941.30869,5501.524537
,IDA & IBRD total,IBT,143.0685753,136.9359419,140.6707398,146.3781643,161.270398,173.5112135,175.3397193,176.2743566,181.8770485,198.4713812,212.4381424,223.9148321,243.9357326,303.0744323,377.3849764,404.3677765,430.4451554,476.1046694,506.7459872,593.4697475,684.3917707,724.208577,701.3201106,672.4053096,668.4181279,690.0543282,706.0476432,713.0652607,757.4437834,790.5465095,873.5082897,922.6796106,901.2557795,941.7431189,1006.073288,1111.838484,1195.272241,1243.703295,1190.625979,1143.51466,1226.865114,1223.254239,1229.182027,1368.72913,1606.153961,1889.098911,2211.877199,2706.806976,3203.925504,3069.345713,3690.431524,4280.599263,4484.683295,4684.698027,4749.956052,4400.694407
,IDA total,IDA,94.21717647,98.44797433,101.5497183,104.3667107,109.6930591,119.6919503,126.7178003,128.0637404,129.2609622,139.5654806,161.7634612,155.760894,156.8664641,173.9936288,230.2575433,268.8658733,273.6587241,289.057482,313.0244397,360.3924946,418.3974607,420.2567491,392.1631209,342.9005987,332.4731239,337.7260399,360.162095,397.4520544,381.4893934,346.1099135,353.9412464,356.4035365,337.1214629,321.5493383,308.7584911,350.6305389,377.7255228,382.9896499,373.5837729,374.2016423,402.6027237,385.3158879,404.0745496,446.3129833,507.1212892,574.4288988,673.0171793,767.5359347,901.1911883,870.9185176,1078.391755,1196.731499,1264.968462,1335.200716,1411.699064,1353.391551
,IDA blend,IDB,98.04617821,102.4800821,106.1719753,107.7377439,114.9788698,125.0745217,131.4057593,129.9521676,131.6848646,146.1422471,194.199902,175.8669842,190.6281925,196.5028564,280.0554014,312.798855,366.3161091,372.9246635,383.1104457,459.1554424,571.3543053,583.6102571,538.4024683,442.5460433,412.0212439,397.3900258,414.5720579,471.1952166,443.68719,376.4090934,391.7301327,404.9431602,400.5344095,377.5057845,377.3658268,435.8924106,472.918399,473.7989737,448.921404,460.902808,506.93027,484.8965658,515.2012933,573.2833422,671.2001251,773.8507478,929.4631567,1041.174769,1236.115268,1160.002233,1610.661436,1822.67057,1963.540461,2096.051007,2227.595601,2082.304749
ID,Indonesia,IDN,,,,,,,,56.47235422,68.62025444,78.70259713,84.09246685,83.52231521,95.86264197,138.2072072,213.6089236,245.9221259,293.4741494,352.4278737,386.0080813,382.6537655,528.9376395,612.49562,613.0182695,540.1598074,542.3052366,529.2873919,475.4138595,442.1481221,507.3551831,569.2271706,630.6685568,694.2457566,740.9177479,827.8103481,912.0977029,1026.270534,1137.265648,1063.567956,463.8830021,671.0056341,780.092079,748.1847461,900.1308039,1065.656546,1150.349294,1263.481446,1590.177906,1860.622626,2167.85765,2262.720786,3125.219934,3647.626622,3700.523538,3631.672694,3499.588735,3346.487039
,IDA only,IDX,94.8498646,99.10341159,101.9021415,105.7653624,109.9038519,120.2293663,128.0521242,131.5067152,132.3852795,140.1315202,144.7337359,147.2857956,138.7310909,164.4557341,203.3512906,247.6190314,217.3275235,239.546714,274.3167626,302.5629316,323.244667,317.8764227,300.838468,282.3334952,285.4152961,304.1008329,331.4027507,355.2863988,347.5430578,334.4250132,337.1736073,331.708262,301.6682662,291.1780169,269.673363,301.5698309,322.9419733,331.6128641,332.6457386,325.9332077,343.6641241,329.4943715,341.6435512,375.1508939,414.1295563,461.0882623,526.4644419,613.0947471,712.02563,709.9697764,773.2643866,837.6167864,864.2519687,900.505927,946.9628471,939.6015381
IM,Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12672.68506,14034.30662,15997.93705,18470.17821,20657.43693,20358.66729,20804.49555,24229.51035,28678.84529,34634.052,36980.11308,41232.92064,69418.05734,70438.01819,60417.4588,64277.06375,71307.49372,74993.64069,78119.05987,,
IN,India,IND,83.79468367,87.03116614,91.65791058,103.1358714,117.8428256,121.7047543,91.7968817,98.26248566,101.8649561,109.7601903,114.6637038,120.952379,125.4165516,146.6251044,166.7167177,161.1692578,164.2894419,189.9161192,209.7928295,228.476382,271.9248895,275.9166525,279.6568514,297.1604966,282.3176652,302.5106767,316.8461137,347.425081,361.450358,353.2554885,375.1520193,309.3279361,323.5247922,307.4110432,353.2924952,381.5274622,408.2417747,424.0864738,421.8215901,451.0891442,452.4135847,460.8261999,480.6214422,557.8973659,640.6005222,729.000727,816.7337762,1050.024801,1022.577592,1124.519446,1387.880084,1455.666779,1444.266598,1456.201628,1576.817669,1581.588913
,Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IE,Ireland,IRL,685.6147124,739.2764064,797.0062884,852.1353017,965.1354227,1023.773726,1074.506506,1152.004952,1124.516636,1291.34992,1488.18458,1705.846288,2082.802682,2426.992612,2519.75519,2976.740572,2922.863279,3430.923525,4404.930036,5436.0625,6379.597213,5992.879336,6167.559799,5921.887482,5698.422351,6018.489552,8121.285115,9592.678223,10727.90954,11188.37236,14047.06638,14103.03434,15732.03941,14673.52834,15920.79629,19179.98067,20852.31769,22540.26272,24261.29235,26283.49138,26236.3719,28212.5922,32537.95748,41170.06723,47641.01377,50815.64169,54285.75075,61313.58241,61189.73248,51900.26714,48260.66536,52828.42003,48976.92975,51814.8593,54321.28772,51289.73044
IR,"Iran, Islamic Rep.",IRN,191.68086,196.9246613,203.4363379,208.1308234,221.3192341,248.3386544,264.9768357,287.0792001,318.9875642,350.9096251,384.9421659,468.9641952,570.378123,876.3292119,1453.806615,1581.892579,2017.096701,2315.148652,2167.858394,2426.186619,2440.305624,2499.418532,3008.638599,3585.492961,3572.094037,3810.120632,4249.407613,2619.832517,2320.27306,2201.440336,2222.094654,,,1083.856647,1207.393298,1598.498218,1963.962592,1824.864744,1733.475866,1757.453132,1664.26127,1899.020425,1900.047731,2240.807121,2649.913586,3135.187408,3646.844407,4705.38822,5476.158422,5437.81879,6299.918738,7874.484792,7710.513314,6631.29827,5442.874771,
IQ,Iraq,IRQ,231.0256806,245.0319228,254.7014337,250.7870782,288.1634462,,,,312.8221761,313.8174456,330.8852351,376.8898904,388.1045067,468.8419819,1018.074003,1151.818123,1471.208047,1592.017935,1847.877598,2852.369479,3911.54243,2735.600507,2950.291594,2738.305982,3078.151312,3099.881326,2956.964233,3474.335257,3752.200221,3850.3473,10291.8602,,,,,,,,,,,,,,1391.609582,1848.968201,2350.194236,3125.580302,4512.985144,3725.675441,4487.366289,5828.764749,6614.584821,6816.628299,6336.468066,4629.076634
IS,Iceland,ISL,1414.982269,1418.12587,1562.23073,1831.705656,2297.920643,2723.52095,3215.694178,3125.649492,2354.480027,2039.196295,2597.387272,3278.648772,4047.619079,5481.730285,7098.028334,6506.866773,7645.18209,10038.54253,11328.46765,12743.83419,14942.814,15260.8281,13823.67322,11767.09307,12057.17284,12462.09879,16539.98028,22636.4869,24651.58933,22617.49166,25592.14715,27021.79826,27345.70609,23772.29122,24214.70973,26851.01722,27897.00172,28016.7524,30901.04929,32187.44551,31737.47061,28516.04796,31864.57508,39019.68632,46921.1256,56445.53614,56097.11509,68344.56016,55229.61076,40362.04159,41620.06745,45970.89368,44258.84279,47493.24904,52036.73181,50173.33992
IL,Israel,ISR,1365.749699,1595.982686,1132.381926,1257.811468,1375.892324,1429.319391,1513.888674,1428.446411,1412.470279,1587.769579,1806.422695,1815.93627,2278.840038,2819.451184,3721.524668,3570.763172,3531.261737,3812.971925,3690.743636,4625.286651,5616.54684,5863.582711,6095.934683,6683.435179,6261.78576,5698.715088,6908.919343,8120.014708,9881.242711,9871.574323,11264.01838,11956.0086,12838.4182,12530.99864,13830.287,18028.63557,19285.68194,19627.13822,19400.1012,19136.71157,21052.10432,20306.19646,18431.15696,18946.99942,19888.172,20611.17931,21905.01769,25008.6037,29657.44201,27795.87671,30736.36389,33707.32496,32818.85838,36281.1999,37206.18294,35329.5111
IT,Italy,ITA,804.4926233,887.3367446,990.2601522,1126.019337,1222.54454,1304.453817,1402.442354,1533.692877,1651.939377,1813.388126,2099.914303,2298.004545,2662.326357,3194.679293,3609.201208,4093.44662,4019.795878,4588.414364,5591.991448,6967.227798,8429.023181,7597.688826,7531.597653,7806.739036,7714.185232,7964.328666,11277.69171,14187.7743,15692.72629,16332.60955,20757.08875,21884.10445,23166.80415,18676.95264,19273.84424,20596.38865,23020.09914,21779.62444,22252.35771,21936.8226,20051.2426,20400.8109,22196.50736,27387.2258,31174.56118,31959.26215,33410.7482,37698.78573,40640.18465,36976.84512,35851.50807,38332.30037,34814.12436,35367.60305,35179.65395,29847.04979
JM,Jamaica,JAM,429.1363194,452.8341168,463.3559415,484.298438,517.6205418,552.3633927,615.077191,636.4100359,594.3058232,645.6806725,751.5893076,812.3226492,974.0201683,974.3267768,1196.021869,1420.985,1455.572275,1578.000767,1271.220018,1152.519819,1256.15536,1377.712611,1496.97574,1615.165242,1041.082719,908.7616389,1179.274632,1398.369449,1624.657452,1854.788842,1921.426028,1692.081517,1457.213633,1990.87193,1995.06399,2330.356939,2591.49217,2940.0639,3409.874974,3416.774615,3448.448874,3487.900025,3706.777706,3581.160016,3853.61404,4238.315843,4487.499707,4816.59587,5119.344953,4489.272772,4902.034731,5332.474361,5445.894718,5253.79101,5119.218417,5137.91553
JO,Jordan,JOR,,,,,,535.5963844,543.3757162,478.395221,389.9410943,449.8496834,386.4707063,389.768699,435.1745349,503.7414786,620.4776155,686.6450447,838.0220231,1002.42031,1212.364027,1481.221166,1714.280812,1853.283257,1900.419983,1915.723224,1855.831991,1794.365498,2219.784197,2265.468417,2033.694501,1315.209855,1238.644312,1227.714307,1418.607873,1416.710867,1501.307096,1557.222359,1557.595151,1593.841076,1711.763252,1736.686466,1774.088418,1850.0093,1939.722199,2021.40741,2205.795874,2360.530244,2722.666078,2970.889056,3655.858124,3800.675929,4054.270668,4266.077022,4423.117355,4656.219807,4830.976915,4940.045838
JP,Japan,JPN,478.9953402,563.5867598,633.6403152,717.8669152,835.6572525,919.7766882,1058.503561,1228.90921,1450.619652,1669.0982,2003.647047,2234.261666,2917.658976,3931.301627,4281.359928,4581.574389,5111.295149,6230.335688,8675.013997,8953.59152,9307.839295,10212.37814,9428.87465,10213.95828,10786.78618,11465.72578,16882.27395,20355.60522,24592.77201,24505.7673,25123.63179,28540.77148,31013.64715,35451.29751,38814.89438,42522.06659,37422.86414,34304.14897,30969.73803,35004.06127,37299.64413,32716.41867,31235.58818,33690.93773,36441.50449,35781.17005,34075.97895,34033.70125,37865.61803,39322.60473,42935.25272,46229.97239,46701.008,38549.67801,36152.69002,32477.21514
KZ,Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647.463231,1512.485066,1515.104059,1433.461534,1320.321622,1288.239052,1350.333866,1445.569414,1468.701798,1130.113592,1229.000958,1490.926751,1658.031146,2068.123657,2874.288291,3771.278957,5291.57565,6771.414797,8513.564645,7165.27705,9070.649972,12102.68686,12857.89881,14310.02502,13154.84459,10508.3964
KE,Kenya,KEN,97.62153058,94.83525355,100.604255,104.0127013,108.5589328,104.9921733,118.556282,121.3807515,128.8576693,134.193724,142.4974185,152.5536773,174.397946,199.6951625,228.761023,241.6792741,248.2529899,309.3770911,351.6692914,398.0733142,446.6042115,405.5628689,366.2676918,327.7830145,326.852565,312.0453637,354.9683578,377.0430855,381.5415934,365.4061974,365.6178212,336.3641884,327.9748244,222.7240548,268.6455753,330.4831218,428.4338764,454.7417768,476.7185137,425.5935921,408.9818683,407.5540066,402.1703155,444.2336311,467.3787525,530.0821579,711.7211637,857.9256887,938.5717623,942.7431465,991.8505451,1012.879773,1184.923256,1261.092863,1368.491132,1376.712829
KG,Kyrgyz Republic,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.9451631,575.9551334,513.0359215,449.0657902,372.30781,364.2264974,394.8601215,376.4296133,345.1381316,258.04934,279.620275,308.4090314,321.726538,380.5073624,433.2351189,476.5518917,543.1107024,721.7686908,966.3936272,871.2243893,880.0377751,1123.883168,1177.974735,1282.437162,1279.769783,1103.215352
KH,Cambodia,KHM,111.3424797,109.4737899,109.5127427,117.8701325,123.6856208,134.3041758,138.7595516,143.8074657,156.8261427,141.8240687,102.3045029,135.3166668,68.9589809,93.99376256,77.82019898,,,,,,,,,,,,,,,,,,,253.1931946,269.567076,321.7746398,318.1495354,303.6859047,268.0430434,294.865212,299.5622376,319.6924597,337.8042535,361.0703476,407.0849062,472.4488559,537.8485827,629.2828776,742.9429233,735.4075239,782.6927899,879.1512441,946.4766787,1024.60887,1094.576688,1158.689904
KI,Kiribati,KIR,,,,,,,,,,,279.3083282,293.7068912,358.4901832,591.5615656,1574.733816,998.4197102,734.3625848,682.0040383,784.0251513,728.4377692,470.7709806,487.3381753,486.8707877,476.561406,456.3913921,332.6997962,313.9983968,355.6914807,446.3164694,417.1253511,392.3970541,648.5565477,665.0033427,641.9968714,732.9766097,741.1916122,860.0811268,862.3574229,822.7153617,850.8735676,799.8566112,734.9492461,827.3020845,1014.135333,1128.951514,1149.688033,1110.460493,1277.149405,1371.887152,1264.097741,1465.504574,1645.80974,1641.197419,1556.525787,1509.521187,1291.879971
KN,St. Kitts and Nevis,KNA,241.5500046,243.8383037,246.0784669,253.9588205,268.6873262,276.2376791,299.2261047,353.3406198,314.6619539,348.091536,363.1745466,441.1046622,517.6152435,546.0129639,710.9629959,753.5131245,681.7906344,1016.702299,1123.361856,1341.695412,1567.305711,1838.755541,1973.3263,2000.528456,2267.424286,2524.144944,3004.347005,3402.549444,4038.146859,4530.640195,5112.052525,5117.92443,5547.25625,5967.970169,6552.115272,6987.96089,7345.831231,8140.314051,8221.834537,8678.277379,9223.756223,9963.38901,10244.49991,9719.151513,10349.22536,11053.74474,12767.89514,13556.89495,14378.88426,13707.12331,13226.95231,13737.32272,13642.4956,14498.63484,15739.04676,16589.08896
KR,"Korea, Rep.",KOR,155.5969477,91.48059299,103.5694516,141.7270489,120.0012701,105.1262372,129.3008282,156.0767884,193.1149376,236.9905308,291.8590112,316.8310915,339.2753501,426.3040608,588.7907132,646.1749485,874.639813,1105.569916,1468.081061,1857.819037,1778.48024,1968.868622,2075.941819,2268.18078,2474.471196,2542.04198,2906.168843,3627.601544,4813.284872,5860.40382,6642.451218,7675.693138,8140.218706,8869.020761,10275.27753,12403.91322,13254.6374,12196.76978,8133.731245,10432.2108,11947.57725,11255.94789,12788.58018,14219.19359,15921.9392,18657.52125,20917.03024,23101.51023,20474.88685,18338.70637,22151.20889,24155.82985,24453.97191,25997.88105,27989.35399,27221.52405
,Kosovo,KSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1087.762401,1490.361033,1587.505829,1969.562713,2135.332847,2190.552079,2371.662079,2788.479464,3254.860674,3209.694109,3283.211938,3736.840999,3600.887,3890.300665,4073.819117,3553.367343
KW,Kuwait,KWT,,,,,,4349.474307,4481.920947,4167.753026,4166.02598,3990.913043,3830.578541,4803.060077,5134.760046,5835.89275,13161.37105,11437.36714,11772.91619,11971.32728,12426.7354,18814.4576,20687.71252,17253.03946,14206.19711,13157.87143,13088.73968,12358.51071,9820.085691,11662.81883,10331.49724,11834.76827,8950.598481,5484.897777,,,,16610.36902,19228.20213,18001.0832,14687.60001,16254.403,19545.19345,17532.8578,18674.59853,22841.60249,27437.98242,35694.38171,42498.7402,45159.34147,54484.30051,36754.94587,37725.14121,47551.38297,50903.9046,48463.15167,43593.70202,28984.64339
,Latin America & Caribbean (excluding high income),LAC,283.0263985,288.6912975,323.0967792,346.8997879,348.4440712,363.9968629,399.3647317,421.7899668,442.3562616,472.8009959,509.9312233,558.00902,627.2177854,770.5874751,990.4334651,1131.88928,1248.789819,1330.013502,1491.942592,1720.737372,1995.511604,2278.774581,2063.451227,1710.30811,1711.864064,1712.151033,1646.525667,1701.10818,1910.94665,2208.175159,2398.355925,2884.600108,2504.794965,2921.52773,3338.198732,3505.371045,3726.521393,4022.366971,3969.709095,3467.19203,3849.924535,3704.477393,3544.238499,3533.998302,3983.448729,4780.081192,5542.49816,6475.898265,7439.635331,6902.85667,8479.842911,9442.013349,9362.584255,9480.603564,9398.803248,7582.216867
LA,Lao PDR,LAO,,,,,,,,,,,,,,,,,,,,,,,,,490.9084017,643.090589,469.414551,279.1411176,149.3996513,173.0210927,203.764751,235.1770385,250.7925708,287.2867049,325.4709899,363.0338297,377.2769222,344.669513,247.8528561,276.707261,324.0196947,326.0306989,319.5325358,362.6677396,418.1732543,476.1624057,591.3647725,710.9803378,900.4995535,947.9555257,1147.095387,1300.979602,1445.86945,1700.987378,1751.396971,1812.326765
LB,Lebanon,LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1241.680533,1015.461212,1050.116702,1617.271918,1965.337127,2597.593354,3226.980227,3863.246637,4457.939837,5093.267689,5538.664275,5509.32025,5334.880244,5253.097584,5436.587507,5425.66907,5424.217944,5339.42388,5372.475056,6015.802129,7015.605178,8403.109316,8763.795964,8728.565912,8773.931956,8388.973333,8148.639167,8050.750756
LR,Liberia,LBR,170.0376859,160.6441983,163.9470309,167.3337857,178.8499086,182.9741861,190.4922762,198.4796053,205.288376,221.9046414,227.5785925,234.3004869,245.8319865,251.4606708,307.6961476,354.6171199,356.0083555,390.3065163,404.0335737,444.6118791,451.623991,431.4999783,424.2609603,390.6837078,392.1178371,387.403217,381.0670965,442.9461015,478.3853492,367.9426191,182.7971869,168.436541,110.1705944,79.94621075,65.47315997,64.81015385,72.52703953,125.100939,140.5739059,161.1376655,182.9427573,173.7378992,176.8341989,133.1531498,149.0590939,168.2067267,178.4531394,209.8116109,231.4432221,302.2760708,326.6044381,378.8140624,414.1851554,453.339457,457.8585865,455.8739345
LY,Libya,LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6571.656342,7111.251191,7370.629779,6533.98582,5978.057395,5236.381806,5610.145235,6064.334811,5287.35622,6858.698684,7170.379234,6283.74364,3711.602774,4682.625724,5807.646288,8158.889554,9304.308502,11219.43296,14231.60089,10151.64587,11933.77926,5517.779569,13035.1922,10453.97044,6573.386737,4643.305762
LC,St. Lucia,LCA,,,,,,,,,,,,,,,,,,,,889.5232915,1130.787331,1273.021345,1185.215735,1258.809016,1583.450248,1496.382288,1755.386206,1849.816693,2051.776151,2291.297833,2874.457849,3078.434994,3367.736387,3426.581074,3562.987338,3814.003748,3802.113092,4002.881645,4295.725978,4465.686531,4975.472098,4679.379583,4656.461155,5007.778847,5449.325285,5723.344774,6410.200061,6896.086629,6915.418994,6774.129166,7043.506936,7195.669833,7248.234552,7319.523753,7647.529503,7764.314001
,Latin America & Caribbean,LCN,367.6275643,379.7263389,425.1214611,414.6771798,448.9459747,472.0097036,504.1043824,503.0302119,528.25777,576.8349507,611.5276353,665.9475667,730.5077491,933.3028115,1183.388079,1212.857406,1317.543016,1417.542331,1571.4372,1828.030198,2120.882615,2389.319453,2188.589534,1903.282319,1838.632007,1852.109078,1848.144061,1906.68612,2135.552957,2290.385952,2615.02405,3161.056605,2928.588477,3317.002276,3745.279536,3927.130048,4157.987479,4478.916578,4441.955596,3951.179408,4301.296043,4132.515735,3654.172542,3714.56864,4261.924453,5092.561043,5902.975193,6887.463408,7901.174929,7342.714001,8971.93502,10049.84446,10070.34924,10227.50609,9975.190234,8133.261551
,Least developed countries: UN classification,LDC,,,,,,,,,,,,,,,,,,,,,,,,,,282.1979253,298.9187084,321.088068,316.3104979,319.6258878,320.1949097,325.9861907,283.5569939,279.834894,257.7411557,271.5897587,292.6177881,302.2607258,296.3177926,292.8242268,324.5589912,305.3150554,322.1067562,351.8011732,398.6612876,460.4939177,524.5518347,625.5145662,752.0595949,733.161937,800.601205,885.8352966,912.0026676,943.028851,992.2029131,954.9219419
,Low income,LIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.3338312,288.0812882,299.1955496,298.9846483,255.3207124,247.1237683,202.7245749,227.3100414,246.5832673,248.1589436,244.2805106,238.1476588,267.5357088,235.0755803,247.0112517,263.9061295,292.6556932,328.8983617,355.0435791,412.0623097,483.0093121,493.2207215,519.299915,569.2740502,594.8668866,625.8677059,654.3131112,615.5609098
LI,Liechtenstein,LIE,,,,,,,,,,,4236.779873,4827.846408,5639.881251,7354.350861,8439.804427,10513.72179,11388.83795,12415.85336,17502.38625,19773.37622,20669.4985,19512.90329,19691.36156,19576.49837,18609.38653,19409.13505,28316.606,37873.63687,41356.93535,39429.10759,49452.38738,50982.81212,55288.50106,55916.7681,64157.05288,78763.81512,79931.46466,72181.10027,76635.61442,81116.39927,74631.65055,74021.93978,79088.62729,89553.90607,99926.93656,104995.9855,113830.0286,129870.1857,142254.6916,125107.6711,140101.9673,157092.9694,149160.7581,,,
LK,Sri Lanka,LKA,142.4690733,142.0463937,137.3318375,117.2436467,120.1272952,152.1246263,153.11396,158.8878938,150.2121863,160.4265604,183.5121135,186.7067455,198.5799198,219.6642732,269.0896165,280.9201353,261.8152553,294.3989085,192.6133796,232.4911161,272.9112294,297.4233283,315.8959338,336.9133126,387.8248632,377.6426614,398.2596881,408.9703849,420.5611753,414.8962463,470.3449569,520.0718006,553.6984499,583.1836437,654.1762064,719.0039863,763.617912,823.6595472,853.4429201,843.1453634,875.412178,837.6990787,873.1472436,989.4547732,1074.661983,1259.807591,1448.76101,1644.816372,2054.489192,2106.787092,2819.651309,3221.151519,3350.685423,3610.195174,3852.88076,3926.174396
,Lower middle income,LMC,98.14856813,102.2879247,102.8265314,111.8589995,123.569584,129.7753628,114.5368989,119.4424251,125.2161753,136.476595,146.7214446,149.1841456,154.8062785,180.5577177,226.1215851,244.8887117,259.2549604,290.0982061,318.3260355,353.0911327,429.6727424,443.2628314,434.9654623,415.4007798,402.8125753,413.4903864,419.3236749,451.1950194,462.7222957,459.7039444,481.9523244,454.1707125,467.5936608,458.5475044,489.2890808,538.8415958,579.8169455,587.8189052,522.0397218,557.3567939,578.2835782,574.9150272,605.9372434,682.4562026,766.9052716,866.7573751,1010.298452,1222.758905,1339.551454,1355.852967,1692.363153,1855.049063,1912.088685,1959.744608,2032.513915,1988.226648
